layer,expert,loss_fn,beta_global,num_score_tokens,gradient_signed,gradient_abs,gradient_at_global_zero,ratio_to_global_zero_pct,ratio_valid,first_order_signed,first_order_abs
0,29,l2,0.0,4096,-2.536719136969623e-07,2.536719136969623e-07,-2.536719136969623e-07,100.0,True,0.0,0.0
0,30,l2,0.0,4096,-4.1026549979505944e-07,4.1026549979505944e-07,-4.1026549979505944e-07,100.0,True,0.0,0.0
0,31,l2,0.0,4096,-7.185413721799705e-07,7.185413721799705e-07,-7.185413721799705e-07,100.0,True,0.0,0.0
0,32,l2,0.0,4096,-3.633005576375581e-07,3.633005576375581e-07,-3.633005576375581e-07,100.0,True,0.0,0.0
0,33,l2,0.0,4096,-9.281895074764179e-07,9.281895074764179e-07,-9.281895074764179e-07,100.0,True,0.0,0.0
0,34,l2,0.0,4096,-1.3811500707561208e-06,1.3811500707561208e-06,-1.3811500707561208e-06,100.0,True,0.0,0.0
0,35,l2,0.0,4096,-2.4962903353298316e-06,2.4962903353298316e-06,-2.4962903353298316e-06,100.0,True,0.0,0.0
0,36,l2,0.0,4096,-8.536995999008923e-08,8.536995999008923e-08,-8.536995999008923e-08,100.0,True,0.0,0.0
0,37,l2,0.0,4096,-5.472306554565876e-07,5.472306554565876e-07,-5.472306554565876e-07,100.0,True,0.0,0.0
0,38,l2,0.0,4096,-1.5239595541061135e-07,1.5239595541061135e-07,-1.5239595541061135e-07,100.0,True,0.0,0.0
0,39,l2,0.0,4096,-2.885984571321387e-07,2.885984571321387e-07,-2.885984571321387e-07,100.0,True,0.0,0.0
0,40,l2,0.0,4096,-4.690548394137295e-07,4.690548394137295e-07,-4.690548394137295e-07,100.0,True,0.0,0.0
0,41,l2,0.0,4096,-2.268491599011213e-07,2.268491599011213e-07,-2.268491599011213e-07,100.0,True,0.0,0.0
0,42,l2,0.0,4096,-3.0607645840063924e-07,3.0607645840063924e-07,-3.0607645840063924e-07,100.0,True,0.0,0.0
0,43,l2,0.0,4096,-1.6284393211662973e-07,1.6284393211662973e-07,-1.6284393211662973e-07,100.0,True,0.0,0.0
0,44,l2,0.0,4096,-3.3475291161266796e-07,3.3475291161266796e-07,-3.3475291161266796e-07,100.0,True,0.0,0.0
0,45,l2,0.0,4096,-5.567236200931802e-07,5.567236200931802e-07,-5.567236200931802e-07,100.0,True,0.0,0.0
0,46,l2,0.0,4096,-2.6970204203280446e-07,2.6970204203280446e-07,-2.6970204203280446e-07,100.0,True,0.0,0.0
0,47,l2,0.0,4096,-1.5577050049842e-07,1.5577050049842e-07,-1.5577050049842e-07,100.0,True,0.0,0.0
0,48,l2,0.0,4096,-1.205658648473218e-07,1.205658648473218e-07,-1.205658648473218e-07,100.0,True,0.0,0.0
0,49,l2,0.0,4096,-5.28417587020158e-07,5.28417587020158e-07,-5.28417587020158e-07,100.0,True,0.0,0.0
0,50,l2,0.0,4096,-1.0078811669700372e-06,1.0078811669700372e-06,-1.0078811669700372e-06,100.0,True,0.0,0.0
0,51,l2,0.0,4096,-3.0088131097727455e-07,3.0088131097727455e-07,-3.0088131097727455e-07,100.0,True,0.0,0.0
0,52,l2,0.0,4096,-2.761940152140596e-07,2.761940152140596e-07,-2.761940152140596e-07,100.0,True,0.0,0.0
