layer,expert,loss_fn,beta_work,num_score_tokens,reference_active_batch_count,base_loss_at_identity,base_loss_at_work,gradient_at_identity,gradient_at_work,first_order_signed,first_order_abs,hessian_half_at_identity,reference_removal_at_identity,true_removal_at_identity,removal_loss_at_identity,true_removal_delta_at_work,removal_loss_at_work
0,50,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-5.039408357276898e-08,4.7874379394130526e-08,4.7874379394130526e-08,1.74187334778253e-07,1.74187334778253e-07,1.741873628227445e-07,1.741873628227445e-07,2.0507841248079987e-07,3.165401293184092e-07
0,51,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.504405933161479e-08,1.429185636503405e-08,1.429185636503405e-08,1.1593508020268928e-07,1.1593508020268928e-07,1.1593506617239107e-07,1.1593506617239107e-07,1.1892325244631167e-07,2.30384969283921e-07
0,52,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.3809694277000517e-08,1.311920956315049e-08,1.311920956315049e-08,9.769868825060257e-08,9.769868114517521e-08,9.769869474793701e-08,9.769869474793701e-08,1.012922793519984e-07,2.1275399618960773e-07
0,53,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-2.684583400025531e-08,2.5503542300242542e-08,2.5503542300242542e-08,9.752397289730652e-08,9.752398000273388e-08,9.752400249585814e-08,9.752400249585814e-08,1.1351891066799515e-07,2.2498062750560447e-07
0,54,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.3405257792697967e-08,1.2734994903063068e-08,1.2734994903063068e-08,6.115369899362122e-08,6.115369899362122e-08,6.11537206018827e-08,6.11537206018827e-08,6.792621994643107e-08,1.7938793678404037e-07
0,55,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-9.403835710131148e-09,8.93364392462459e-09,8.93364392462459e-09,7.704005611230968e-08,7.704004900688233e-08,7.704004311600434e-08,7.704004311600434e-08,7.846225863492493e-08,1.8992397547253423e-07
0,56,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-2.5295886274534496e-08,2.403109196080777e-08,2.403109196080777e-08,1.4315888563487533e-07,1.4315887142402062e-07,1.4315889224566716e-07,1.4315889224566716e-07,1.532319613618003e-07,2.6469367819940963e-07
0,57,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-6.308740907456922e-08,5.993303862084076e-08,5.993303862084076e-08,2.3652235370263952e-07,2.3652236791349424e-07,2.3652235047802466e-07,2.3652235047802466e-07,2.7339444818030333e-07,3.8485616501791266e-07
0,58,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.6140840664036205e-08,1.5333798630834394e-08,1.5333798630834394e-08,8.22331216454586e-08,8.22331216454586e-08,8.223306785716865e-08,8.223306785716865e-08,8.954921713818402e-08,2.0101093397579336e-07
0,59,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-3.004981152798791e-08,2.8547320951588517e-08,2.8547320951588517e-08,1.2390991344091162e-07,1.2390991344091162e-07,1.2390988504654918e-07,1.2390988504654918e-07,1.4037598298062193e-07,2.5183769981823126e-07
0,60,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-7.523433609435415e-08,7.147261928963643e-08,7.147261928963643e-08,4.1799464156611066e-07,4.1799461314440123e-07,4.179945675902392e-07,4.179945675902392e-07,4.487127600450976e-07,5.601744768827069e-07
