layer,expert,selection_group,background_beta,beta,measured_loss,measured_delta_loss,local_gradient_at_beta
0,65,high,0.95,1.05,1.092918775098767e-07,-2.1698393277326154e-09,7.871720608676469e-09
0,65,high,0.95,1.25,1.2269430308486507e-07,1.1232586247255746e-08,1.26152535528945e-07
0,65,high,0.95,1.5,1.7271381381652447e-07,6.125209697891515e-08,2.740034972248395e-07
0,86,medium,1.0,0.0,1.2410008493519464e-07,1.2410008493519464e-07,-2.482001661974209e-07
0,86,medium,1.0,0.25,6.98062903159851e-08,6.98062903159851e-08,-1.8615011754263833e-07
0,86,medium,1.0,0.5,3.1025017908034537e-08,3.1025017908034537e-08,-1.2410007954599678e-07
0,86,medium,1.0,0.75,7.756256274611371e-09,7.756256274611371e-09,-6.205004510206891e-08
0,86,medium,1.0,0.9,1.241000726554099e-09,1.241000726554099e-09,-2.4820015376292304e-08
0,86,medium,1.0,0.95,3.102504674098376e-10,3.102504674098376e-10,-1.241001301721667e-08
0,86,medium,1.0,1.0,0.0,0.0,0.0
0,86,medium,1.0,1.05,3.1024988959745996e-10,3.1024988959745996e-10,1.2410001026808004e-08
0,86,medium,1.0,1.25,7.756256913368542e-09,7.756256913368542e-09,6.205004865478259e-08
0,86,medium,1.0,1.5,3.102502110354727e-08,3.102502110354727e-08,1.241000759932831e-07
0,86,medium,0.95,0.0,2.412491116459962e-07,1.2978739480838688e-07,-2.545133881426409e-07
0,86,medium,0.95,0.25,1.853770252290789e-07,7.391530839146957e-08,-1.9246334659328568e-07
0,86,medium,0.95,0.5,1.4501742934373029e-07,3.3555712506120967e-08,-1.3041330504393045e-07
0,86,medium,0.95,0.75,1.2017036365835087e-07,8.70864682074155e-09,-6.836327060000258e-08
0,86,medium,0.95,0.9,1.1270812989241353e-07,1.246413054804209e-09,-3.113325419690227e-08
0,86,medium,0.95,0.95,1.1146171683760932e-07,0.0,-1.872324961738059e-08
0,86,medium,0.95,1.0,1.1083580264947394e-07,-6.259141881353755e-10,-6.313226830201302e-09
0,86,medium,0.95,1.05,1.108303958185152e-07,-6.313210190941283e-10,6.096750437833975e-09
0,86,medium,0.95,1.25,1.1701375311453317e-07,5.552036276923857e-09,5.573680184056684e-08
0,86,medium,0.95,1.5,1.3870421118219305e-07,2.724249434458373e-08,1.1778683628449471e-07
0,89,medium,1.0,0.0,1.5566180091105214e-07,1.5566180091105214e-07,-3.1132358913055214e-07
0,89,medium,1.0,0.25,8.755976282019273e-08,8.755976282019273e-08,-2.3349269895334146e-07
0,89,medium,1.0,0.5,3.891545092603611e-08,3.891545092603611e-08,-1.5566180167070343e-07
