dual_bound,incumbent,layer_end,layer_start,layers,m,median_time_seconds,method,milp_binary_variables,mip_gap,mip_node_count,plan,plan_sha256,prune_ratio,relative_spread,relative_spread_percent,solver_message,solver_optimal,solver_reported_objective,solver_status,solver_success,spread,timing_repeats,warmup_runs
,1280.0,36,24,12,4,0.0015853890217840672,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00887705281846427,0.887705281846427,sort initialization with local refinement,,,0,,1280.0,5,1
,1280.0,36,24,12,4,0.004115883028134704,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00887705281846427,0.887705281846427,sort initialization with local refinement,,,0,,1280.0,5,1
1.0,128.0,36,24,12,4,300.048653483158,milp_assignment,192,0.9921874999414015,829168,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.000887705281846427,0.08877052818464269,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999903992284,1,False,128.0,1,0
,1280.0,48,36,12,4,0.0021366190630942583,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.008314279775514447,0.8314279775514447,sort initialization with local refinement,,,0,,1280.0,5,1
,1280.0,48,36,12,4,0.004108135122805834,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.008314279775514447,0.8314279775514447,sort initialization with local refinement,,,0,,1280.0,5,1
28.0,128.0,48,36,12,4,300.04948173696175,milp_assignment,192,0.7812499992758148,897109,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0008314279775514446,0.08314279775514445,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999957624823,1,False,128.0,1,0
,1024.0,16,0,16,4,0.0021374209318310022,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.005399932500843739,0.5399932500843739,sort initialization with local refinement,,,0,,1024.0,5,1
,1024.0,16,0,16,4,0.005529746180400252,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.005399932500843739,0.5399932500843739,sort initialization with local refinement,,,0,,1024.0,5,1
5.0640664994716644e-09,128.0,16,0,16,4,300.0322745880112,milp_assignment,256,0.999999999960437,365063,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0006749915626054674,0.06749915626054674,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999859117088,1,False,128.0,1,0
,1024.0,32,16,16,4,0.0028246601577848196,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00515630035449565,0.515630035449565,sort initialization with local refinement,,,0,,1024.0,5,1
,1024.0,32,16,16,4,0.007984754163771868,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00515630035449565,0.515630035449565,sort initialization with local refinement,,,0,,1024.0,5,1
0.0,128.0,32,16,16,4,300.0314516159706,milp_assignment,256,1.0,377536,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0006445375443119562,0.06445375443119562,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999916250817,1,False,128.0,1,0
,1792.0,48,32,16,4,0.0028307971078902483,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.008888888888888889,0.8888888888888888,sort initialization with local refinement,,,0,,1792.0,5,1
,1792.0,48,32,16,4,0.005539280129596591,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.008888888888888889,0.8888888888888888,sort initialization with local refinement,,,0,,1792.0,5,1
0.0,0.0,48,32,16,4,1.6875581878703088,milp_assignment,256,0.0,872,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,0.0,0,True,0.0,1,0
,1024.0,24,0,24,4,0.0031622289679944515,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.003510696653867252,0.3510696653867252,sort initialization with local refinement,,,0,,1024.0,5,1
,512.0,24,0,24,4,0.008458463940769434,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.001755348326933626,0.1755348326933626,sort initialization with local refinement,,,0,,512.0,5,1
25.0,128.0,24,0,24,4,300.04482519393787,milp_assignment,384,0.8046874986148858,278502,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0004388370817334065,0.04388370817334065,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999909225153,1,False,128.0,1,0
,1920.0,48,24,24,4,0.003158467821776867,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0064398411505849525,0.6439841150584953,sort initialization with local refinement,,,0,,1920.0,5,1
,1920.0,48,24,24,4,0.008384432876482606,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0064398411505849525,0.6439841150584953,sort initialization with local refinement,,,0,,1920.0,5,1
24.000000009837095,128.0,48,24,24,4,300.0364340529777,milp_assignment,384,0.8124999984118233,259611,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00042932274337233016,0.04293227433723302,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999896826921,1,False,128.0,1,0
,768.0,32,0,32,4,0.005679326830431819,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0019782393669634025,0.19782393669634024,sort initialization with local refinement,,,0,,768.0,5,1
,768.0,32,0,32,4,0.01628246298059821,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0019782393669634025,0.19782393669634024,sort initialization with local refinement,,,0,,768.0,5,1
0.0,0.0,32,0,32,4,0.49188446602784097,milp_assignment,512,0.0,102,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,0.0,0,True,0.0,1,0
,256.0,48,0,48,4,0.006259167101234198,greedy_pairwise_swap,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00043402777777777775,0.043402777777777776,sort initialization with local refinement,,,0,,256.0,5,1
,256.0,48,0,48,4,0.017208378994837403,greedy_full_bijection,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.00043402777777777775,0.043402777777777776,sort initialization with local refinement,,,0,,256.0,5,1
0.0,0.0,48,0,48,4,0.22276480100117624,milp_assignment,768,0.0,1,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,0.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,0.0,0,True,0.0,1,0
